order_id,order_item_id,seller_id,product_id,product_category_name_english,route_state,order_status,price,freight_value,freight_to_price_ratio,product_weight_g,product_volume_cm3
c5bdd8ef3c0ec420232e668302179113,2,96804ea39d96eb908e7c3afdb671bb9e,8a3254bee785a526d548a81a9bc3c9be,construction_tools_construction,MG_to_SP,delivered,0.85,22.3,26.23529411764706,200.0,704.0
3ee6513ae7ea23bdfab5b9ab60bffcb5,1,96804ea39d96eb908e7c3afdb671bb9e,8a3254bee785a526d548a81a9bc3c9be,construction_tools_construction,MG_to_SP,delivered,0.85,18.23,21.447058823529417,200.0,704.0
6e864b3f0ec71031117ad4cf46b7f2a1,1,96804ea39d96eb908e7c3afdb671bb9e,8a3254bee785a526d548a81a9bc3c9be,construction_tools_construction,MG_to_RJ,delivered,0.85,18.23,21.447058823529417,200.0,704.0
fb265b2dc558a56445dfc48f8224e201,1,128f9bfbe4c7d5185033914b1de3d39a,baf25ed4f8f70238cc87230379471454,health_beauty,SP_to_RS,canceled,9.9,121.22,12.244444444444444,100.0,3025.0
d642656598ae928a250620315d19e87e,1,dd533b429f380718b70ad9922c294bae,b07fffe072c9adc235a35d8da7c0584d,toys,SP_to_PA,shipped,4.99,37.04,7.422845691382765,200.0,3025.0
8272b63d03f5f79c56e9e4120aec44ef,8,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,13,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,12,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,11,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,10,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,9,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,5,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,7,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,15,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,4,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,3,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,2,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,1,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,14,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,6,2709af9587499e95e803a6498a5a56e9,05b515fdc76e888aada3c6d66c201dff,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,16,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,17,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,18,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,19,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
8272b63d03f5f79c56e9e4120aec44ef,20,2709af9587499e95e803a6498a5a56e9,270516a3f41dc035aa87d220228f844c,health_beauty,SP_to_SP,delivered,1.2,7.89,6.575,800.0,1260.0
