order_id,order_item_id,seller_id,product_id,product_category_name_english,route_state,order_status,price,freight_value,freight_to_price_ratio,product_weight_g,product_volume_cm3
a77e1550db865202c56b19ddc6dc4d53,1,257e61d3251fb5efb9daadddbc2cf7ca,ec31d2a17b299511e7c8627be9337b9b,baby,PR_to_PI,delivered,979.0,409.68,0.4184678243105209,14675.0,183040.0
3fde74c28a3d5d618c00f26d51baafa0,1,6fa9202c10491e472dffd59a3e82b2a3,a3cd9517ebf5a50dca25acce54f3b171,housewares,SP_to_SC,delivered,2338.08,375.28,0.1605077670567303,30000.0,282750.0
076d1555fb53a89b0ef4d529e527a0f6,1,6fa9202c10491e472dffd59a3e82b2a3,a3cd9517ebf5a50dca25acce54f3b171,housewares,SP_to_PR,delivered,2338.08,375.28,0.1605077670567303,30000.0,282750.0
9f49bd16053df810384e793386312674,1,5c030029b5916fed0986310385ec9009,256a9c364b75753b97bee410c9491ad8,housewares,SC_to_SP,delivered,1149.0,339.59,0.2955526544821584,25250.0,296208.0
264a7e199467906c0727394df82d1a6a,1,17f51e7198701186712e53a39c564617,97c948ebc8c04b26b7bbb095d4228f2a,health_beauty,SP_to_MT,delivered,1050.0,338.3,0.3221904761904762,30000.0,251625.0
c7a07ddd52bbe18b61da49a8d89853d3,1,17f51e7198701186712e53a39c564617,97c948ebc8c04b26b7bbb095d4228f2a,health_beauty,SP_to_MG,delivered,1050.0,322.1,0.3067619047619048,30000.0,251625.0
0b6230647ed16f4b3e70282dc4b5b87f,1,17f51e7198701186712e53a39c564617,46e24ce614899e36617e37ea1e4aa6ff,health_beauty,SP_to_ES,delivered,1050.0,321.88,0.3065523809523809,30000.0,251625.0
0822bcde10bb5d023755a71bc8f7797f,1,9596c870880d900012f2e8e6e30d06d7,363a9f5b97bf194da23858be722a7aa5,construction_tools_construction,MG_to_SP,delivered,990.0,321.46,0.3247070707070706,30000.0,250000.0
43bdbd9dc0931d72befdf4765af6c442,1,eeb6de78f79159600292e314a77cbd18,7e53e051875b2a0c9f22acd8a9a29a20,industry_commerce_and_business,SC_to_PB,delivered,3089.0,317.47,0.1027743606345095,11300.0,37400.0
6ddfbf514959b49b6410c01ad93054bb,1,9596c870880d900012f2e8e6e30d06d7,363a9f5b97bf194da23858be722a7aa5,construction_tools_construction,MG_to_AL,delivered,1045.0,314.4,0.3008612440191387,30000.0,250000.0
0e4672661531addf3fa0f55961e55242,1,17f51e7198701186712e53a39c564617,dc861f18267cce21f3b70f9f7990b8ce,health_beauty,SP_to_PB,delivered,990.0,314.02,0.3171919191919192,30000.0,251625.0
fe12e676fd493885d417a34bc3917411,1,17f51e7198701186712e53a39c564617,1d16c0509e7011656e03c6a582ff6667,health_beauty,SP_to_RN,delivered,760.0,312.41,0.4110657894736842,30000.0,251625.0
3dd5626c63f493f8b8f8788c2be24baa,1,c510bc1718f0f2961eaa42a23330681a,3a1855685a49813f60e6193864f7215e,baby,SP_to_SC,delivered,2699.0,306.06,0.1133975546498703,11450.0,195624.0
cf4659487be50c0c317cff3564c4a840,1,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
cf4659487be50c0c317cff3564c4a840,6,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
cf4659487be50c0c317cff3564c4a840,4,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
cf4659487be50c0c317cff3564c4a840,2,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
cf4659487be50c0c317cff3564c4a840,3,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
cf4659487be50c0c317cff3564c4a840,5,56e361f411e38dcef17cdc2a3d99628b,bc3c6d2a621414f2e1df7a8a32a2828e,signaling_and_security,SP_to_PB,delivered,175.0,299.16,1.7094857142857145,18700.0,136080.0
029c545413b10a6bd7540401f6eef0a3,1,54219883e72aad869adfb2a54b7bfa0f,8d4e92265a16e69a1e1d76e67e46d72f,musical_instruments,SP_to_DF,delivered,1350.0,294.76,0.2183407407407407,30000.0,216000.0
973acb049a8228a556877e26fb30c06a,1,87b740daf17b5d1be335a64164ec6842,24bf010d82955430eeea5ed7643711c7,sports_leisure,SP_to_TO,delivered,999.99,293.27,0.2932729327293272,28450.0,170625.0
633ab17bf4665666fdef150a01469e84,1,d23019c84ffae2d5ef2270367b8605fc,16c4e87b98a9370a9cbc3a4658a3f45b,musical_instruments,PR_to_BA,delivered,1899.0,284.6,0.1498683517640863,18000.0,126000.0
2eb868f2f7abdf4284337d1cdeb7399b,1,082e0bf4cb865a6533b1e8e498cc0255,c1e4bd7e1144f99ac576aedc324a5cb3,garden_tools,SP_to_MS,delivered,144.0,269.0,1.8680555555555556,30000.0,131580.0
aff1be85595c5529e666a04a65b00c4b,1,17f51e7198701186712e53a39c564617,aed75ad669fbebd5a385ac7cc2ae7573,health_beauty,SP_to_SC,delivered,550.0,267.08,0.4856,30000.0,210000.0
9f35328dc92b28c67517b812818dc6a8,1,9596c870880d900012f2e8e6e30d06d7,d7f8b7443f6ae5796dabe493521a1e79,industry_commerce_and_business,MG_to_PE,shipped,980.9,262.72,0.267835661127536,30000.0,207690.0
